,DrugBank ID,Drug name,UniProt ID,UniProt Name
1613,DB00465,Ketorolac,P23219,Prostaglandin G/H synthase 1
1614,DB00598,Labetalol,P08588,Beta-1 adrenergic receptor
1615,DB00598,Labetalol,P07550,Beta-2 adrenergic receptor
1616,DB00598,Labetalol,P35348,Alpha-1A adrenergic receptor
1617,DB00598,Labetalol,P35368,Alpha-1B adrenergic receptor
1618,DB00598,Labetalol,P25100,Alpha-1D adrenergic receptor
1619,DB00555,Lamotrigine,Q15878,Voltage-dependent R-type calcium channel subunit alpha-1E
1620,DB00555,Lamotrigine,P35498,Sodium channel protein type 1 subunit alpha
1621,DB00555,Lamotrigine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
1622,DB00555,Lamotrigine,Q9UI33,Sodium channel protein type 11 subunit alpha
1623,DB00555,Lamotrigine,Q99250,Sodium channel protein type 2 subunit alpha
1624,DB00555,Lamotrigine,Q9NY46,Sodium channel protein type 3 subunit alpha
1625,DB00555,Lamotrigine,P35499,Sodium channel protein type 4 subunit alpha
1626,DB00555,Lamotrigine,Q14524,Sodium channel protein type 5 subunit alpha
1627,DB00555,Lamotrigine,Q01118,Sodium channel protein type 7 subunit alpha
1628,DB00555,Lamotrigine,Q9UQD0,Sodium channel protein type 8 subunit alpha
1629,DB00555,Lamotrigine,Q15858,Sodium channel protein type 9 subunit alpha
1630,DB00555,Lamotrigine,P30542,Adenosine receptor A1
1631,DB00555,Lamotrigine,P29274,Adenosine receptor A2a
1632,DB00555,Lamotrigine,P35348,Alpha-1A adrenergic receptor
1633,DB00555,Lamotrigine,P08913,Alpha-2A adrenergic receptor
1634,DB00555,Lamotrigine,P08588,Beta-1 adrenergic receptor
1635,DB00555,Lamotrigine,P21728,D(1A) dopamine receptor
1636,DB00555,Lamotrigine,P21918,D(1B) dopamine receptor
1637,DB00555,Lamotrigine,P14416,D(2) dopamine receptor
1638,DB00555,Lamotrigine,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
1639,DB00555,Lamotrigine,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
1640,DB00555,Lamotrigine,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
1641,DB00555,Lamotrigine,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
1642,DB00555,Lamotrigine,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
1643,DB00555,Lamotrigine,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
1644,DB00555,Lamotrigine,P18505,Gamma-aminobutyric acid receptor subunit beta-1
1645,DB00555,Lamotrigine,P47870,Gamma-aminobutyric acid receptor subunit beta-2
1646,DB00555,Lamotrigine,P28472,Gamma-aminobutyric acid receptor subunit beta-3
1647,DB00555,Lamotrigine,O14764,Gamma-aminobutyric acid receptor subunit delta
1648,DB00555,Lamotrigine,P78334,Gamma-aminobutyric acid receptor subunit epsilon
1649,DB00555,Lamotrigine,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
1650,DB00555,Lamotrigine,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
1651,DB00555,Lamotrigine,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
1652,DB00555,Lamotrigine,O00591,Gamma-aminobutyric acid receptor subunit pi
1653,DB00555,Lamotrigine,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
1654,DB00555,Lamotrigine,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
1655,DB00555,Lamotrigine,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
1656,DB00555,Lamotrigine,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
1657,DB00555,Lamotrigine,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
1658,DB00555,Lamotrigine,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
1659,DB00555,Lamotrigine,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
1660,DB00555,Lamotrigine,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
1661,DB00555,Lamotrigine,P35367,Histamine H1 receptor
1662,DB00555,Lamotrigine,P41145,Kappa-type opioid receptor
1663,DB00555,Lamotrigine,P02708,Acetylcholine receptor subunit alpha
1664,DB00555,Lamotrigine,P28223,5-hydroxytryptamine receptor 2A
1665,DB00555,Lamotrigine,P46098,5-hydroxytryptamine receptor 3A
1666,DB00555,Lamotrigine,P42261,Glutamate receptor 1
1667,DB00448,Lansoprazole,P20648,Potassium-transporting ATPase alpha chain 1
1668,DB00448,Lansoprazole,P10636,Microtubule-associated protein tau
1669,DB01259,Lapatinib,P04626,Receptor tyrosine-protein kinase erbB-2
1670,DB01259,Lapatinib,P00533,Epidermal growth factor receptor
1671,DB00654,Latanoprost,P43088,Prostaglandin F2-alpha receptor
1672,DB00480,Lenalidomide,Q96SW2,Protein cereblon
1673,DB00480,Lenalidomide,O14788,Tumor necrosis factor ligand superfamily member 11
1674,DB00480,Lenalidomide,P33151,Cadherin-5
1675,DB00480,Lenalidomide,P35354,Prostaglandin G/H synthase 2
1676,DB01006,Letrozole,P11511,Aromatase
1677,DB00007,Leuprolide,P30968,Gonadotropin-releasing hormone receptor
1678,DB00848,Levamisole,P32297,Neuronal acetylcholine receptor subunit alpha-3
1679,DB00848,Levamisole,P10696,"Alkaline phosphatase, placental-like"
1680,DB00848,Levamisole,Q23022,Acetylcholine receptor subunit alpha-type unc-38
1681,DB00848,Levamisole,Q9N587,Acetylcholine receptor subunit alpha-type unc-63
1682,DB00848,Levamisole,Q27218,Acetylcholine receptor subunit beta-type lev-1
1683,DB00848,Levamisole,P48181,Acetylcholine receptor subunit beta-type unc-29
1684,DB01202,Levetiracetam,Q7L0J3,Synaptic vesicle glycoprotein 2A
1685,DB01202,Levetiracetam,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B
1686,DB01210,Levobunolol,P08588,Beta-1 adrenergic receptor
1687,DB01210,Levobunolol,P07550,Beta-2 adrenergic receptor
1688,DB01002,Levobupivacaine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
1689,DB01235,Levodopa,P21728,D(1A) dopamine receptor
1690,DB01235,Levodopa,P21918,D(1B) dopamine receptor
1691,DB01235,Levodopa,P14416,D(2) dopamine receptor
1692,DB01235,Levodopa,P35462,D(3) dopamine receptor
1693,DB01235,Levodopa,P21917,D(4) dopamine receptor
1694,DB01137,Levofloxacin,P43700,DNA gyrase subunit A
1695,DB01137,Levofloxacin,P43702,DNA topoisomerase 4 subunit A
1696,DB00367,Levonorgestrel,P06401,Progesterone receptor
1697,DB00367,Levonorgestrel,P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1
1698,DB00367,Levonorgestrel,P03372,Estrogen receptor
1699,DB00367,Levonorgestrel,P10275,Androgen receptor
1700,DB00367,Levonorgestrel,P04278,Sex hormone-binding globulin
1701,DB00367,Levonorgestrel,P04150,Glucocorticoid receptor
1702,DB00451,Levothyroxine,P10828,Thyroid hormone receptor beta
1703,DB00451,Levothyroxine,P10827,Thyroid hormone receptor alpha
1704,DB00451,Levothyroxine,P06756,Integrin alpha-V
1705,DB00451,Levothyroxine,P05106,Integrin beta-3
1706,DB00281,Lidocaine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
1707,DB00281,Lidocaine,Q15858,Sodium channel protein type 9 subunit alpha
1708,DB00281,Lidocaine,Q14524,Sodium channel protein type 5 subunit alpha
1709,DB00281,Lidocaine,P00533,Epidermal growth factor receptor
1710,DB00281,Lidocaine,P35499,Sodium channel protein type 4 subunit alpha
1711,DB00281,Lidocaine,P02763,Alpha-1-acid glycoprotein 1
1712,DB00281,Lidocaine,P19652,Alpha-1-acid glycoprotein 2
1713,DB00279,Liothyronine,P10827,Thyroid hormone receptor alpha
1714,DB00279,Liothyronine,P10828,Thyroid hormone receptor beta
1715,DB00279,Liothyronine,P12004,Proliferating cell nuclear antigen
1716,DB01255,Lisdexamfetamine,Q96RJ0,Trace amine-associated receptor 1
1717,DB00722,Lisinopril,P12821,Angiotensin-converting enzyme
1718,DB00722,Lisinopril,P00797,Renin
1719,DB00186,Lorazepam,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
1720,DB00186,Lorazepam,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
1721,DB00186,Lorazepam,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
1722,DB00186,Lorazepam,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
1723,DB00186,Lorazepam,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
1724,DB00186,Lorazepam,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
1725,DB00186,Lorazepam,P18505,Gamma-aminobutyric acid receptor subunit beta-1
1726,DB00186,Lorazepam,P47870,Gamma-aminobutyric acid receptor subunit beta-2
1727,DB00186,Lorazepam,P28472,Gamma-aminobutyric acid receptor subunit beta-3
1728,DB00186,Lorazepam,O14764,Gamma-aminobutyric acid receptor subunit delta
1729,DB00186,Lorazepam,P78334,Gamma-aminobutyric acid receptor subunit epsilon
1730,DB00186,Lorazepam,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
1731,DB00186,Lorazepam,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
1732,DB00186,Lorazepam,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
1733,DB00186,Lorazepam,O00591,Gamma-aminobutyric acid receptor subunit pi
1734,DB00186,Lorazepam,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
1735,DB00186,Lorazepam,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
1736,DB00186,Lorazepam,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
1737,DB00186,Lorazepam,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
1738,DB00186,Lorazepam,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
1739,DB00186,Lorazepam,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
1740,DB00186,Lorazepam,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
1741,DB00186,Lorazepam,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
1742,DB00678,Losartan,P30556,Type-1 angiotensin II receptor
1743,DB00227,Lovastatin,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
1744,DB00227,Lovastatin,P20701,Integrin alpha-L
1745,DB00227,Lovastatin,Q92769,Histone deacetylase 2
1746,DB00408,Loxapine,P21728,D(1A) dopamine receptor
1747,DB00408,Loxapine,P14416,D(2) dopamine receptor
1748,DB00408,Loxapine,P28223,5-hydroxytryptamine receptor 2A
1749,DB00408,Loxapine,P28335,5-hydroxytryptamine receptor 2C
1750,DB00408,Loxapine,P08908,5-hydroxytryptamine receptor 1A
1751,DB00408,Loxapine,P28222,5-hydroxytryptamine receptor 1B
1752,DB00408,Loxapine,P28221,5-hydroxytryptamine receptor 1D
1753,DB00408,Loxapine,P28566,5-hydroxytryptamine receptor 1E
1754,DB00408,Loxapine,P46098,5-hydroxytryptamine receptor 3A
1755,DB00408,Loxapine,P47898,5-hydroxytryptamine receptor 5A
1756,DB00408,Loxapine,P50406,5-hydroxytryptamine receptor 6
1757,DB00408,Loxapine,P34969,5-hydroxytryptamine receptor 7
1758,DB00408,Loxapine,P35348,Alpha-1A adrenergic receptor
1759,DB00408,Loxapine,P35368,Alpha-1B adrenergic receptor
1760,DB00408,Loxapine,P08913,Alpha-2A adrenergic receptor
1761,DB00408,Loxapine,P18089,Alpha-2B adrenergic receptor
1762,DB00408,Loxapine,P18825,Alpha-2C adrenergic receptor
1763,DB00408,Loxapine,P08588,Beta-1 adrenergic receptor
1764,DB00408,Loxapine,P11229,Muscarinic acetylcholine receptor M1
1765,DB00408,Loxapine,P08172,Muscarinic acetylcholine receptor M2
1766,DB00408,Loxapine,P20309,Muscarinic acetylcholine receptor M3
1767,DB00408,Loxapine,P08173,Muscarinic acetylcholine receptor M4
1768,DB00408,Loxapine,P08912,Muscarinic acetylcholine receptor M5
1769,DB00408,Loxapine,P21728,D(1A) dopamine receptor
1770,DB00408,Loxapine,P21918,D(1B) dopamine receptor
1771,DB00408,Loxapine,P35462,D(3) dopamine receptor
1772,DB00408,Loxapine,P21917,D(4) dopamine receptor
1773,DB00408,Loxapine,P21918,D(1B) dopamine receptor
1774,DB00408,Loxapine,P35367,Histamine H1 receptor
1775,DB00408,Loxapine,P25021,Histamine H2 receptor
1776,DB00408,Loxapine,Q9H3N8,Histamine H4 receptor
1777,DB00408,Loxapine,P31645,Sodium-dependent serotonin transporter
1778,DB00408,Loxapine,P23975,Sodium-dependent noradrenaline transporter
1779,DB00408,Loxapine,Q01959,Sodium-dependent dopamine transporter
1780,DB00179,Masoprocol,P09917,Arachidonate 5-lipoxygenase
1781,DB00179,Masoprocol,P04278,Sex hormone-binding globulin
1782,DB00657,Mecamylamine,Q15822,Neuronal acetylcholine receptor subunit alpha-2
1783,DB00657,Mecamylamine,P36544,Neuronal acetylcholine receptor subunit alpha-7
1784,DB00657,Mecamylamine,P43681,Neuronal acetylcholine receptor subunit alpha-4
1785,DB00657,Mecamylamine,P17787,Neuronal acetylcholine receptor subunit beta-2
1786,DB00814,Meloxicam,P35354,Prostaglandin G/H synthase 2
1787,DB00814,Meloxicam,P23219,Prostaglandin G/H synthase 1
1788,DB01043,Memantine,P46098,5-hydroxytryptamine receptor 3A
1789,DB01043,Memantine,Q693P7,Alpha-7 nicotinic cholinergic receptor subunit
1790,DB01043,Memantine,P14416,D(2) dopamine receptor
1791,DB01043,Memantine,Q05586,"Glutamate receptor ionotropic, NMDA 1"
1792,DB01043,Memantine,Q05586,"Glutamate receptor ionotropic, NMDA 1"
1793,DB01043,Memantine,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
1794,DB01043,Memantine,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
1795,DB01043,Memantine,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
1796,DB01043,Memantine,O15399,"Glutamate receptor ionotropic, NMDA 2D"
1797,DB01043,Memantine,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
1798,DB01043,Memantine,O60391,"Glutamate receptor ionotropic, NMDA 3B"
1799,DB01043,Memantine,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
1800,DB01043,Memantine,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
1801,DB01043,Memantine,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
1802,DB01043,Memantine,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
1803,DB01043,Memantine,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
1804,DB01043,Memantine,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
1805,DB01043,Memantine,P18505,Gamma-aminobutyric acid receptor subunit beta-1
1806,DB01043,Memantine,P47870,Gamma-aminobutyric acid receptor subunit beta-2
1807,DB01043,Memantine,P28472,Gamma-aminobutyric acid receptor subunit beta-3
1808,DB01043,Memantine,O14764,Gamma-aminobutyric acid receptor subunit delta
1809,DB01043,Memantine,P78334,Gamma-aminobutyric acid receptor subunit epsilon
1810,DB01043,Memantine,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
1811,DB01043,Memantine,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
1812,DB01043,Memantine,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
1813,DB01043,Memantine,O00591,Gamma-aminobutyric acid receptor subunit pi
1814,DB01043,Memantine,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
1815,DB01043,Memantine,P23415,Glycine receptor subunit alpha-1
1816,DB01043,Memantine,P23416,Glycine receptor subunit alpha-2
1817,DB01043,Memantine,O75311,Glycine receptor subunit alpha-3
1818,DB01043,Memantine,Q5JXX5,Glycine receptor subunit alpha-4
1819,DB01043,Memantine,P48167,Glycine receptor subunit beta
1820,DB00454,Meperidine,P41145,Kappa-type opioid receptor
1821,DB00454,Meperidine,Q05586,"Glutamate receptor ionotropic, NMDA 1"
1822,DB00454,Meperidine,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
1823,DB00454,Meperidine,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
1824,DB00454,Meperidine,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
1825,DB00454,Meperidine,O15399,"Glutamate receptor ionotropic, NMDA 2D"
1826,DB00454,Meperidine,P11229,Muscarinic acetylcholine receptor M1
1827,DB00454,Meperidine,P08172,Muscarinic acetylcholine receptor M2
1828,DB00454,Meperidine,P20309,Muscarinic acetylcholine receptor M3
1829,DB00454,Meperidine,P08173,Muscarinic acetylcholine receptor M4
1830,DB00454,Meperidine,P08912,Muscarinic acetylcholine receptor M5
1831,DB00454,Meperidine,P35372,Mu-type opioid receptor
1832,DB00454,Meperidine,Q01959,Sodium-dependent dopamine transporter
1833,DB00454,Meperidine,P23975,Sodium-dependent noradrenaline transporter
1834,DB00454,Meperidine,P31645,Sodium-dependent serotonin transporter
1835,DB00454,Meperidine,P23141,Liver carboxylesterase 1
1836,DB00532,Mephenytoin,Q14524,Sodium channel protein type 5 subunit alpha
1837,DB00532,Mephenytoin,O75469,Nuclear receptor subfamily 1 group I member 2
1838,DB00371,Meprobamate,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
1839,DB00371,Meprobamate,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
1840,DB00371,Meprobamate,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
1841,DB00371,Meprobamate,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
1842,DB00371,Meprobamate,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
1843,DB00371,Meprobamate,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
1844,DB00371,Meprobamate,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
1845,DB00371,Meprobamate,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
1846,DB00371,Meprobamate,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
1847,DB00371,Meprobamate,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
1848,DB00371,Meprobamate,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
1849,DB00371,Meprobamate,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
1850,DB00371,Meprobamate,P18505,Gamma-aminobutyric acid receptor subunit beta-1
1851,DB00371,Meprobamate,P47870,Gamma-aminobutyric acid receptor subunit beta-2
1852,DB00371,Meprobamate,P28472,Gamma-aminobutyric acid receptor subunit beta-3
1853,DB00371,Meprobamate,O14764,Gamma-aminobutyric acid receptor subunit delta
1854,DB00371,Meprobamate,P78334,Gamma-aminobutyric acid receptor subunit epsilon
1855,DB00371,Meprobamate,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
1856,DB00371,Meprobamate,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
1857,DB00371,Meprobamate,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
1858,DB00371,Meprobamate,O00591,Gamma-aminobutyric acid receptor subunit pi
1859,DB00371,Meprobamate,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
1860,DB01033,Mercaptopurine,P00492,Hypoxanthine-guanine phosphoribosyltransferase
1861,DB01033,Mercaptopurine,Q06203,Amidophosphoribosyltransferase
1862,DB01033,Mercaptopurine,P20839,Inosine-5'-monophosphate dehydrogenase 1
1863,DB01033,Mercaptopurine,P12268,Inosine-5'-monophosphate dehydrogenase 2
1864,DB00244,Mesalazine,P35354,Prostaglandin G/H synthase 2
1865,DB00244,Mesalazine,P23219,Prostaglandin G/H synthase 1
1866,DB00244,Mesalazine,P09917,Arachidonate 5-lipoxygenase
1867,DB00244,Mesalazine,P37231,Peroxisome proliferator-activated receptor gamma
1868,DB00244,Mesalazine,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha
1869,DB00244,Mesalazine,O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta
1870,DB00244,Mesalazine,P05164,Myeloperoxidase
1871,DB00244,Mesalazine,P9WJI5,Arylamine N-acetyltransferase
1872,DB00933,Mesoridazine,P28223,5-hydroxytryptamine receptor 2A
1873,DB00933,Mesoridazine,P14416,D(2) dopamine receptor
1874,DB00331,Metformin,Q9Y478,5'-AMP-activated protein kinase subunit beta-1
1875,DB00331,Metformin,Q16134,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
1876,DB00331,Metformin,P21695,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
1877,DB00333,Methadone,P35372,Mu-type opioid receptor
1878,DB00333,Methadone,Q05586,"Glutamate receptor ionotropic, NMDA 1"
1879,DB00333,Methadone,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
1880,DB00333,Methadone,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
1881,DB00333,Methadone,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
1882,DB00333,Methadone,O15399,"Glutamate receptor ionotropic, NMDA 2D"
1883,DB00333,Methadone,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
1884,DB00333,Methadone,O60391,"Glutamate receptor ionotropic, NMDA 3B"
1885,DB00333,Methadone,P41143,Delta-type opioid receptor
1886,DB00333,Methadone,P46098,5-hydroxytryptamine receptor 3A
1887,DB00333,Methadone,P36544,Neuronal acetylcholine receptor subunit alpha-7
1888,DB00333,Methadone,P32297,Neuronal acetylcholine receptor subunit alpha-3
1889,DB00333,Methadone,P43681,Neuronal acetylcholine receptor subunit alpha-4
1890,DB00333,Methadone,P17787,Neuronal acetylcholine receptor subunit beta-2
1891,DB00763,Methimazole,P07202,Thyroid peroxidase
1892,DB00563,Methotrexate,P00374,Dihydrofolate reductase
1893,DB00563,Methotrexate,P04818,Thymidylate synthase
1894,DB00563,Methotrexate,P31939,Bifunctional purine biosynthesis protein PURH
1895,DB01403,Methotrimeprazine,P14416,D(2) dopamine receptor
1896,DB01403,Methotrimeprazine,P21728,D(1A) dopamine receptor
1897,DB01403,Methotrimeprazine,P21918,D(1B) dopamine receptor
1898,DB01403,Methotrimeprazine,P35462,D(3) dopamine receptor
1899,DB01403,Methotrimeprazine,P21917,D(4) dopamine receptor
1900,DB01403,Methotrimeprazine,P28223,5-hydroxytryptamine receptor 2A
1901,DB01403,Methotrimeprazine,P28335,5-hydroxytryptamine receptor 2C
1902,DB01403,Methotrimeprazine,P35367,Histamine H1 receptor
1903,DB01403,Methotrimeprazine,P11229,Muscarinic acetylcholine receptor M1
1904,DB01403,Methotrimeprazine,P08172,Muscarinic acetylcholine receptor M2
1905,DB01403,Methotrimeprazine,P20309,Muscarinic acetylcholine receptor M3
1906,DB01403,Methotrimeprazine,P08173,Muscarinic acetylcholine receptor M4
1907,DB01403,Methotrimeprazine,P08912,Muscarinic acetylcholine receptor M5
1908,DB01403,Methotrimeprazine,P35348,Alpha-1A adrenergic receptor
1909,DB01403,Methotrimeprazine,P35368,Alpha-1B adrenergic receptor
1910,DB01403,Methotrimeprazine,P25100,Alpha-1D adrenergic receptor
1911,DB01403,Methotrimeprazine,P08913,Alpha-2A adrenergic receptor
1912,DB01403,Methotrimeprazine,P18089,Alpha-2B adrenergic receptor
1913,DB01403,Methotrimeprazine,P18825,Alpha-2C adrenergic receptor
1914,DB00232,Methyclothiazide,Q13621,Solute carrier family 12 member 1
1915,DB00232,Methyclothiazide,P00915,Carbonic anhydrase 1
1916,DB00232,Methyclothiazide,P00918,Carbonic anhydrase 2
1917,DB00232,Methyclothiazide,P22748,Carbonic anhydrase 4
1918,DB00968,Methyldopa,P08913,Alpha-2A adrenergic receptor
1919,DB00968,Methyldopa,P20711,Aromatic-L-amino-acid decarboxylase
1920,DB00422,Methylphenidate,P23975,Sodium-dependent noradrenaline transporter
1921,DB00422,Methylphenidate,Q01959,Sodium-dependent dopamine transporter
1922,DB00422,Methylphenidate,P08908,5-hydroxytryptamine receptor 1A
1923,DB00959,Methylprednisolone,P04150,Glucocorticoid receptor
1924,DB00959,Methylprednisolone,P04083,Annexin A1
1925,DB01214,Metipranolol,P08588,Beta-1 adrenergic receptor
1926,DB01214,Metipranolol,P07550,Beta-2 adrenergic receptor
1927,DB01233,Metoclopramide,P11229,Muscarinic acetylcholine receptor M1
1928,DB01233,Metoclopramide,P14416,D(2) dopamine receptor
1929,DB01233,Metoclopramide,Q13639,5-hydroxytryptamine receptor 4
1930,DB01233,Metoclopramide,P46098,5-hydroxytryptamine receptor 3A
1931,DB00524,Metolazone,P55017,Solute carrier family 12 member 3
1932,DB00264,Metoprolol,P08588,Beta-1 adrenergic receptor
1933,DB00264,Metoprolol,P07550,Beta-2 adrenergic receptor
1934,DB00765,Metyrosine,P07101,Tyrosine 3-monooxygenase
1935,DB00379,Mexiletine,Q14524,Sodium channel protein type 5 subunit alpha
1936,DB00379,Mexiletine,P35869,Aryl hydrocarbon receptor
1937,DB01110,Miconazole,P10613,Lanosterol 14-alpha demethylase
1938,DB01110,Miconazole,P29474,"Nitric oxide synthase, endothelial"
1939,DB01110,Miconazole,P35228,"Nitric oxide synthase, inducible"
1940,DB01110,Miconazole,O75469,Nuclear receptor subfamily 1 group I member 2
1941,DB01110,Miconazole,Q12791,Calcium-activated potassium channel subunit alpha-1
1942,DB01110,Miconazole,Q16558,Calcium-activated potassium channel subunit beta-1
1943,DB01110,Miconazole,Q9Y691,Calcium-activated potassium channel subunit beta-2
1944,DB01110,Miconazole,Q9NPA1,Calcium-activated potassium channel subunit beta-3
1945,DB01110,Miconazole,Q86W47,Calcium-activated potassium channel subunit beta-4
1946,DB01110,Miconazole,O15554,Intermediate conductance calcium-activated potassium channel protein 4
1947,DB01110,Miconazole,Q92952,Small conductance calcium-activated potassium channel protein 1
1948,DB01110,Miconazole,Q9H2S1,Small conductance calcium-activated potassium channel protein 2
1949,DB01110,Miconazole,Q9UGI6,Small conductance calcium-activated potassium channel protein 3
1950,DB01110,Miconazole,Q09470,Potassium voltage-gated channel subfamily A member 1
1951,DB01110,Miconazole,Q16322,Potassium voltage-gated channel subfamily A member 10
1952,DB01110,Miconazole,P16389,Potassium voltage-gated channel subfamily A member 2
1953,DB01110,Miconazole,P22001,Potassium voltage-gated channel subfamily A member 3
1954,DB01110,Miconazole,P22459,Potassium voltage-gated channel subfamily A member 4
1955,DB01110,Miconazole,P22460,Potassium voltage-gated channel subfamily A member 5
1956,DB01110,Miconazole,P17658,Potassium voltage-gated channel subfamily A member 6
1957,DB01110,Miconazole,Q14721,Potassium voltage-gated channel subfamily B member 1
1958,DB01110,Miconazole,Q92953,Potassium voltage-gated channel subfamily B member 2
1959,DB01110,Miconazole,P48547,Potassium voltage-gated channel subfamily C member 1
1960,DB01110,Miconazole,Q96PR1,Potassium voltage-gated channel subfamily C member 2
1961,DB01110,Miconazole,Q14003,Potassium voltage-gated channel subfamily C member 3
1962,DB01110,Miconazole,Q03721,Potassium voltage-gated channel subfamily C member 4
1963,DB01110,Miconazole,Q9NSA2,Potassium voltage-gated channel subfamily D member 1
1964,DB01110,Miconazole,Q9NZV8,Potassium voltage-gated channel subfamily D member 2
1965,DB01110,Miconazole,Q9UK17,Potassium voltage-gated channel subfamily D member 3
1966,DB01110,Miconazole,P15382,Potassium voltage-gated channel subfamily E member 1
1967,DB01110,Miconazole,Q9Y6J6,Potassium voltage-gated channel subfamily E member 2
1968,DB01110,Miconazole,Q9Y6H6,Potassium voltage-gated channel subfamily E member 3
1969,DB01110,Miconazole,Q8WWG9,Potassium voltage-gated channel subfamily E member 4
1970,DB01110,Miconazole,Q9UJ90,Potassium voltage-gated channel subfamily E regulatory beta subunit 5
1971,DB01110,Miconazole,Q9H3M0,Potassium voltage-gated channel subfamily F member 1
1972,DB01110,Miconazole,Q9UIX4,Potassium voltage-gated channel subfamily G member 1
1973,DB01110,Miconazole,Q9UJ96,Potassium voltage-gated channel subfamily G member 2
